Date,Boulevard Lot Elec Main Meter Energy (kWh),Asian Centre Elec Main Meter Energy (kWh),Beaty Elec Main Meter Energy (kWh),Biomed Elec Main Meter Energy (kWh),Ansoc Elec Main Meter Energy (kWh),Bookstore-NCE Elec Main Meter Energy (kWh),Baseball Training Facility Elec Main Meter Energy (kWh),Allard Hall Elec Main Meter Energy (kWh),AMS Nest Elec Main Meter Energy (kWh),Bio Sci South Elec Main Meter Energy (kWh),Aquatic Centre Elec Main Meter Energy (kWh),Alumni Centre Elec Main Meter Energy (kWh),Bio Sci West Elec Main Meter Energy (kWh),"Buchanan D,E Elec Main Meter Energy (kWh)",CCM Elec Main Meter Energy (kWh),CEME Labs Elec Main Meter Energy (kWh),BRDF Generator Main Meter Energy (kWh),Chan Centre Elec Main Meter Energy (kWh),Centre for Brain Health Elec Main Meter Energy (kWh),CEME Elec Main Meter Energy (kWh),Brock Hall Elec Main Meter Energy (kWh),"Buchanan A,B,C Elec Main Meter Energy (kWh)",Brimacombe-QMI Elec Main Meter Energy (kWh),BRDF Process Main Meter Energy (kWh),C.K. Choi Elec Main Meter Energy (kWh),Buchanan Tower Elec Main Meter Energy (kWh),Chem North Elec Main Meter Energy (kWh),Chem South Elec Main Meter Energy (kWh),Chem East Elec Main Meter Energy (kWh),David Lam Elec Main Meter Energy (kWh),Doug Mitchell Tbird Sports Centre Elec Main Meter Energy (kWh),Chem Centre Elec Main Meter Energy (kWh),Chem Phys Elec Main Meter Energy (kWh),Chem Bio Elec Main Meter Energy (kWh),CICSR Elec Main Meter Energy (kWh),EDC Elec Main Meter Energy (kWh),Coal & Mineral Elec Main Meter Energy (kWh),Chan Gunn Elec Main Meter Energy (kWh),CIRS Elec Main Meter Energy (kWh),Freddy Wood Theatre Elec Main Meter Energy (kWh),Exchange Residence Elec Main Meter Energy (kWh),Geography Elec Main Meter Energy (kWh),Hebb Elec Main Meter Energy (kWh),Friedman Elec meter Energy (kWh),Frank Forward Elec Main Meter Energy (kWh),Hennings Elec Main Meter Energy (kWh),FNH Elec Main Meter Energy (kWh),Forest Sci Elec Main Meter Energy (kWh),Fred Kaiser Elec Main Meter Energy (kWh),H.R. Macmillan Elec Main Meter Energy (kWh),EOS Elec Main Meter Energy (kWh),ESB Elec Main Meter Energy (kWh),Life Building Elec Main Meter Energy (kWh),Liu Elec Main Meter Energy (kWh),Jack Bell Elec Main Meter Energy (kWh),IRSDC Elec Main Meter Energy (kWh),Life Sci Elec Main Meter Energy (kWh),J.B. MacDonald Elec Main Meter Energy (kWh),ICICS Elec Main Meter Energy (kWh),Koerner Library Elec Main Meter Energy (kWh),I.K. Barber Elec Main Meter Energy (kWh),Henry Angus Elec Main Meter Energy (kWh),Klinck Elec Main Meter Energy (kWh),Lasserre Elec Main Meter Energy (kWh),Kenny Elec Main Meter Energy (kWh),MacLeod Elec Main Meter Energy (kWh),Michael Smith Elec Main Meter Energy (kWh),MEDC Elec Main Meter Energy (kWh),MOA Elec Main Meter Energy (kWh),NSDC UBC Elec Meter Energy (kWh),Mathematics Elec Main Meter Energy (kWh),Neville Scarfe Elec Main Meter Energy (kWh),Music Elec Main Meter Energy (kWh),LMRS Elec Main Meter Energy (kWh),Osborne Elec Main Meter Energy (kWh),Parc Library Elec Main Meter Energy (kWh),Longhouse Elec Main Meter Energy (kWh),Orchard Commons Elec Main Meter Energy (kWh),Pharmacy Elec Main Meter Energy (kWh),Swing Space Elec Main Meter Energy (kWh),Pulp & Paper Elec Main Meter Energy (kWh),Sing Tao Elec Main Meter Energy (kWh),Ponderosa East Elec Main Meter Energy (kWh),Student Recreation Centre Elec Main Meter Energy (kWh),Ritsumeikan-UBC House Elec Main Meter Energy (kWh),SPPH Elec Main Meter Energy (kWh),Ponderosa West Elec Main Meter Energy (kWh),Tall Wood House Elec Main Meter Energy (kWh),Strangway Elec Main Meter Energy (kWh),Ponderosa North Elec Main Meter Energy (kWh),Totem Park Res - Qelexen/Hemlesen Elec Main Meter Energy (kWh),Totem Park Res - Dene/Nootka Dene Elec Main Meter Energy (kWh),Totem Cesnaem Elec Main Meter Energy (kWh),Totem Park Res - Haida/Salish Elec Main Meter Energy (kWh),UBC Tennis Centre (New) Elec Main Meter Energy (kWh),Totem Park Res - Dene/Nootka Elec Main Meter Energy (kWh),Totem Park Res - Kwakiutl/Shuswap Elec Main Meter Energy (kWh),Thea Koerner House Elec Main Meter Energy (kWh),TotemParkRes Salish Haida Elec Main Meter Energy (kWh),TotemParkRes Shuswap Kwakiutl Elec Main Meter Energy (kWh),University Centre Elec Main Meter Energy (kWh),ULTL Elec Main Meter Energy (kWh),Woodward IRC Elec Main Meter Energy (kWh),War Memorial Gymnasium Elec Main Meter Energy (kWh),Woodward Library Elec Main Meter Energy (kWh),USB Elec Main Meter Energy (kWh),Wesbrook Building Elec Main Meter Energy (kWh)
1/9/2020,NA,869.5,8180.5,4472,1542.5,2566,475.953125,6220,9272.5,8145.1875,12390,2122.75,10936.625,1997,7672,4892.5,46817.375,2366,10955.875,3302.125,4330,3139,18357,6643,365.75,2033,2880,3125.875,1364.5,4206,12401.5,6995.5,12575,6926.5,4178,662,1301.75,592.46875,2707,614.5,12416.625,4587.5,NA,1566.5,2090.125,2669.8125,3569.5,12549,4259.5,3636,11292.5,12144.625,6838,467.25,2986,NA,45937,3085,5915.5,5124.5,6053.5,10033,5094,1455,2934,1240.808594,13653.5,1005.5,5748,774,3089,3784.5,1355.5,2240,1467.5,1146.75,950,20542,41601,NA,1009.382813,278.125,4448,1787,981.5,3193.5,7295.9375,NA,6621.9375,11423.34375,8690.5,262.8125,3707.375,385.6875,1543,304.25,330.75,2222.5,369.3125,91.7890625,1866.5,6824.875,2392.664063,1761.75,3840,7024,1719.625
1/10/2020,NA,809,8140,4439,1441.5,2598,478.734375,6318.5,9162,8218.5,12369.875,2051.25,10722.75,2075,8087.5,4847.5,44771.125,NA,10829.8125,3222.5,4287.5,3079,17895,6791.5,365.125,1983.5,2807,3006.25,1345,3808,12447,6921.25,12108.5,7269,4142,604.5,1227.25,592.25,2894.5,626.5,12996,4838,NA,1568,2143.625,2760.5625,3471.75,NA,4241.875,3638.5,11206,12095.75,6938.5,441.125,3178.5,NA,NA,2880,5743.5,5139.5,7322,9738,NA,1575,3078.5,1230.484375,13310.75,975.5,5719.5,769.375,3497,3715,1431,2305,1475,1092.40625,954.5,20414.5,NA,NA,1018.484375,294.625,4521.5,1768,965,3142.5,7650.8125,NA,6431.1875,11686.59375,8751.5,251.375,3812.75,389.5,1594.5,293.625,330.75,2251,366.9375,90.6796875,1943.5,6852.734375,2331.515625,1812,3720.5,6992.25,1572.328125
1/11/2020,NA,NA,7161.5,3965,1055,2244,493.125,5059,7114,7792.875,11975.5,1871.75,10029.625,1451,7505,3523,46146.5,NA,10290.75,2331.25,3097.5,2039,16874,5543,250.125,1402,2645.5,2624.5,597,3075.5,13151.5,6536,10782.5,6545,3348,603.125,1183,535.96875,2429.5,464,12694.25,2854,NA,1040.5,1477.65625,2238.21875,2849.25,10988,3460.25,2998.5,8204,11170,6272.5,346.375,2539,NA,41831,2338.75,4286.25,3986.25,6152,8665,4515,1115.5,2323.75,1011.382813,11293.5,850,5429.5,710.3125,2634,2679,1240.5,1893,1247,1155.84375,519,19448.5,NA,NA,672.4296875,168.75,4439.5,1580,991.25,2495,7108.71875,NA,4665.375,10016.53125,8259.5,249.125,3693.75,387.4375,1535,302.875,346.375,1554.5,361.8125,89.6484375,1476.5,6105.046875,1672.84375,1469.25,2752,5378,1199.328125
1/12/2020,NA,480,7289,3982,1065.5,2157,511.640625,6465,8093.5,7798.0625,12089.75,1808.5,10013,1209,7928,3822,46816.125,2596,10067.375,2614.375,2868,1773,16818,6918,264.75,1410,2593,2627.875,622.5,3037,11653,6564.75,10650.5,6536,4408.5,593.25,1184.75,503.75,2699,414.5,13431.125,3692,NA,1037,2216.90625,2278.9375,2877.25,11328,3501.5,3044,9662.5,11687,4947,371.75,2784.5,NA,40928,2605.75,4378.75,4238.375,5975,9015,4791,1075.5,2154,1016.816406,10606.75,879.5,5386,776.9375,3448,2716.5,1194,1938,1275.5,1155.28125,547.75,19419,39657,NA,726.78125,272.375,4587.5,1442,1004,2567.5,7446.8125,NA,3963.9375,10155.6875,9045,259.5625,4056.5,425.5625,1584.5,301.375,392,1269,394.625,101.9453125,1596.5,6126.90625,2311.34375,1339.75,3290.5,5358.75,1177.96875
1/13/2020,NA,704.5,8417,4441,1531,2557,569.3125,7842.5,8457,8012.0625,11573.125,2056,10736,2077,8407,5636,45611.75,2690,10753.125,3874.8125,4406.5,3032,17659,6795.5,371.75,2041,2944,3110.625,1441.5,4243.5,11200.5,8872.25,11587,7559,4605.5,743.625,1300.5,598.59375,3035.5,617.5,14700,4907.5,NA,1643.5,2161.46875,3080.4375,3575.75,13003,4602.625,4004,12879.5,12636.875,7176.25,487.875,3569,NA,45973,3233.25,6182.75,5647.875,6779,11128,5556,1667,3318.75,1353.40625,13234.75,1213,5631,996.4375,4106,3982,1433.5,2306,1529.5,1152.875,1157,20794.5,43715,NA,928.125,348.625,4858,1481,1011.25,3437,8348.5,NA,5989.4375,11847,9819,263.5625,4290.875,411.5625,1519,304.375,380.625,2172.5,392.0625,101.65625,2185.5,7014.34375,2842.703125,1891.5,4303,7023.25,1802.59375
1/14/2020,NA,805,8417.5,3966,1695.5,2600,557.25,7996,8457,8198.6875,11739.875,1865.5,10874.375,2182,8802.5,5665.5,35827.25,3136,11009.75,3926.5625,4509.5,3116,18082,5946.5,423.125,2185,3066.5,3136.75,1500,4294.5,11320,10952,11975,7777.5,4246,986.625,1329.75,640.8125,2974.5,619,15647.75,5228.5,NA,1710,2211.625,3145.625,3689.5,13055,4785.375,4243,13562.5,12521.375,7018,485.625,3747,NA,46221,3537.25,6524.25,5962.25,6935.5,11046,5801,1836.5,3393,1487.964844,13378.5,1229,5702,1167.8125,4321,4065.5,1472.5,2101,1518.5,956.5625,1216,21915,44567,NA,919.296875,371.375,4913,1650,1008.75,3483.5,8801.78125,NA,6911.625,12218.53125,10326.5,261.8125,4503.625,432.75,1685.5,310.25,349.75,2223.5,402.875,95,2167.5,7058.3125,3114.648438,2017,4604.5,7166.25,1944.28125
1/15/2020,NA,752.5,7871,3934,1167.5,2530,479.25,5880.5,8457,8175.25,10570.125,1573.5,10469.625,1683.5,8713.5,4844.5,46806.375,2086,10751.375,3433.8125,3710,2393,18785,6328,307.25,2136,2875,2730.25,1208,3146.5,9796.5,10066.5,11236,7227.5,3852,864.625,1243.25,604.75,2961,637,15926.75,4931.5,NA,1326,1985.625,2781.5625,3374.75,12019,4062,3674,12654.5,12248.375,6077.5,446.875,3351.5,NA,44146,2982.25,5663.5,4754.875,5919,9106,5394,1621.5,3103,1090.792969,12218.5,1062,5443.5,999.25,4158,3289.5,1191.5,2079,1230,876.40625,1052,21184,41955,NA,926.484375,310.875,4975,1566.5,1123,3072.5,8844.1875,NA,5913.625,12824.78125,10748.5,282.5,4495.125,443.3125,690.5,342.5,383.75,1749.5,430.1875,100.46875,1885,7587.3125,2435.359375,1653.25,3582,6681.5,1741.578125
1/16/2020,NA,882.5,8162,4116,1529,2613,490.6875,6807.5,8457,8150.375,12057.625,2078.5,10744.25,1944,8067.5,5109,46815.875,2904,10800.75,3562.0625,4258.5,3101,19666,6042.5,368.75,2274,2992,3088.625,1501.5,4314,11672.5,10030.5,11960,7576.5,4130.5,874.5,1348.75,588.84375,3018.5,675.5,14395.125,4291.5,NA,1571,2213.625,3126.96875,3392,NA,4662.75,4070,12051,12440,6885,484.375,3224.5,NA,46599,2986,6135.75,5230.875,7028,10151.5,5454,1742.5,3276.75,1351.496094,13421.75,1123.5,5670,799.3125,3692,3754.5,1471.5,2229,1469,1107.8125,1050,20410,41213,812.5,1036.953125,330.75,4834.5,1662.5,1045.75,3408,8301.4375,NA,6977,12434.84375,9280.5,263.8125,4061.5,407.9375,1478,318.125,350.25,2118,382.25,91.96875,1975,9855.515625,2586.15625,1895.75,4063,7154.5,1877.53125
1/17/2020,NA,851,8071,3903,1467.5,2605,463.296875,7282,8457.5,8162.8125,11966.75,2136,10785.25,2084,8090.5,4920.5,46818.25,2589,10875.875,3327.8125,4372.5,3049,19657,6169,402.375,2296,3053,3164.625,1468,4377,13736,9961,11972,7591.5,4073,776.375,1252.25,587.84375,2982,646.5,14145.125,4262.5,NA,1573.5,2207.6875,2927.1875,3352.75,12983.75,4527.875,3805,11869,12656.25,7243,452.5,3148,NA,46420,2767.75,5931.25,5044.125,6677,9803.5,5205,1631,3179.75,1292.777344,13317.5,1089.5,5625.5,766.5625,3487,3658.5,1468,2252,1493.5,1193.09375,1095,19523.5,42517,1160.5,997.65625,360.625,4680,1772.5,1024.5,3349.5,7700.6875,NA,6807.8125,11866.375,8631,243,3841.375,383.625,1592.5,314.25,329.625,2199.5,358.0625,89.2890625,1927.5,9427.8125,2363.0625,1726.75,3789,6976,1791.3125
1/18/2020,NA,611,7214,3671,1078.5,2252,448.703125,6607,8457,7881.8125,12024.375,1781.25,10208,1413.5,7747.5,3679,46818,2491,10342.5,2522.375,3187.5,2038,19040,6136.5,249.25,1954.5,2835.5,2650.375,650,3406.5,13360,9678.5,10852.5,6776,3289.5,828.625,1117.75,518.75,2379,432.5,13824.625,3176,NA,1009,1452.03125,2326.21875,2870.25,11359.5,3855.875,3116.5,9814.5,10897.875,6933.5,364.75,2493.5,NA,42383,2364.25,4434.25,4094.625,5883.5,8900,4628,1396.5,2375,1079.042969,11338.25,921,5542,737.5625,3172,2703.5,1186.5,1814,1298.5,1219.9375,805.25,19193,39362,1073,627.203125,275.5,4673.5,1628,1023,2605,7140.25,NA,4967.5625,10198.625,8608,243.5,3909.875,413.375,1613.5,300.375,383.125,1362,419.4375,97.140625,1499,8576.671875,1548.148438,1334.25,2668,5291.75,1162.390625
1/19/2020,NA,374,7234,3686,1047,2307,417.796875,6235,8457,7734.4375,12637.25,1738.75,9995.625,1182.5,7140,3381.5,46806.625,2320,10252.5,2378.125,2998,1866,18304,5564,259.625,1885,2856.5,2686.625,632.5,2973.5,14919,9779,10903.5,6600.5,3428,747.875,1101.75,621.03125,2351,438.75,12901.625,2788,NA,1006,2275.21875,2316.34375,2844.5,11137.25,3511.375,3082,9017,10834.75,4675.75,331.125,2021.5,NA,41951,1925.5,4437.25,4118.625,5613,7920.5,4324,1288,1816.25,1082.976563,10808,833,5509.5,695.375,2663,2573.5,1307,1809,1279.5,1527.1875,514,18662.5,37975,1148,770.96875,263.375,4532.5,1460,1066.25,2559,6916,NA,4590.3125,9918.3125,8246,259.0625,3511.5,444.9375,1534,306.25,412.5,1233,446,103.2109375,1440.5,8508.828125,1466.242188,1081.75,2600,5058.5,1062.625
1/20/2020,NA,859,8287,4175,1463.5,2620,417.265625,6832,8457,8044.875,12090.875,2014.25,10846.375,1929,7250,4959,46810.25,2392,10704.125,3339.875,4225,3101,19195,5173.5,420.5,2309,3163.5,3118,1420.5,4226.5,14627,10734.5,11944,7420,4384.5,835,1210,705.8125,2699.5,617.25,12183,2940.5,NA,1607.5,2167.84375,3008.625,3294,12710.25,4484.75,3938,9763,11608.875,7062.5,462,2368,NA,46902,2826.5,6179.75,5093,6933,9205,4796,1566.5,2482.75,1452.125,13641.5,1083.5,5417,618.40625,2610,3743.5,1496.5,2258,1476,1695.65625,718.25,18941.5,40104,1288.5,759.53125,356.25,4379.5,1625.5,1037.25,3239,7385.0625,NA,6196.875,11245.28125,7726.5,264.1875,3300.75,413.3125,1507.5,314.125,365.375,2123.5,391.125,98.109375,1828.5,8817.90625,2605.320313,1441,4017,6858.5,1785.90625
1/21/2020,NA,860,8206,4090,1489,2575,416.046875,5909.5,8457,8112.1875,12169.125,1938.25,10844,2028,7391.5,5024.5,46810.75,2600,10532.75,3385.3125,4230.5,3099,19705,5574.5,374.75,2136.5,3203,3264.875,1495,4206,12788.5,10977.25,12115.5,7431,4323,865.875,1227.75,740.78125,2607,640.5,11856.625,2736,NA,1602,2182.40625,2930.21875,3397.25,12348.75,4454.25,4044.5,9740,11891.125,6786.5,449,2413.5,NA,47410,2816.5,6191,5106.25,7787.5,9267,5061,1664,2481.5,1447.25,13510.25,1036,5514,688.59375,2585,3704.5,1477,2289,1472.5,1689.5625,795.25,18894.5,39743,1302,878.921875,324.5,4391.5,1715.5,1007.25,3245.5,7497.5625,NA,6454.75,11063.875,7624.5,263.75,3381.5,415.1875,1512.5,318.625,332.25,2201,386.3125,96.5625,1760,9173.890625,2539.609375,1604.25,4001,6878.5,1767.390625
1/22/2020,NA,932,8184.5,4073,1560,2581,432.703125,6081.5,8457,8142.5625,11561.75,1758.25,NA,2043,7519.5,4883,46808.625,2640,10687.875,3387.1875,4332.5,3151,20501,5603.5,375.625,2169.5,3073,3303,1508,4213,14483.5,11074.25,12289.5,7602.5,4192,876.875,1260,NA,2655.5,758.75,12235.25,3242.5,NA,1518.5,2206.84375,2930.125,3370.5,12284,4369.375,3943,10201,11210.75,6848,475.625,2463,NA,46774,2808.25,6155.25,5003.5,8042.5,9557,5050,1652.5,2517,1397.585938,13567.5,1069.5,5719.5,625.34375,2787,3759.5,1368,2249,1518.5,NA,778.25,18885.5,40615,1273,998.140625,333.625,4533,1703.5,995.75,3458.5,7408.9375,NA,6642.0625,11256.875,7602,NA,3491.5,2669.625,1521.5,2021.625,2417.5,2196.5,2501.3125,630.7578125,1950.5,9603.203125,2551.015625,1659.5,4014.5,6969.75,1827.484375
1/23/2020,NA,955,8323.5,4161,1523.5,2737,395.09375,5754,8457.5,8089.4375,12633.75,1783.75,NA,2110.5,7143.5,4886.5,46809.75,2651,10546,3366.1875,4616.5,3140,19805,5888.5,393.75,2141,3107.5,3185.375,1509.5,4220,15011,11135.75,12077.5,7802.5,4402.5,927.625,1299.25,NA,2564,741.75,11716.5,2783.5,NA,1549,2205.21875,2981.71875,3453,11893.75,4525.5,4016.5,9350,10713.875,6747.75,463.125,2401,NA,47351,2831.75,6078.25,5103.125,8175.5,9186.5,4900,1672.5,2417,1405.210938,13734.5,1052,5776,605.21875,2420,3729,1431.5,2176,1492,NA,708.75,18829.5,40685,1255,983.71875,309.75,4451.5,1714.5,985.5,3470.5,7237.625,NA,6322.25,11251.625,7505,NA,3270.125,NA,1496.5,NA,NA,2191.5,NA,NA,1762.5,9720.8125,2470.59375,1568,3928,6938.25,1789.859375
1/24/2020,NA,800,8193,4131,1384.5,2671,390.21875,5691.5,8457,8054.0625,11834.5,1764.75,NA,1983,7100,4615,46810.625,2347,10569.125,3214.875,4660,2947,19106,5354,359.25,2084.5,3158.5,3195.25,1423,3563.5,15378,10648.75,11941.5,7689.5,4434.5,856.625,1278,NA,2374,732.5,10551.25,2388.5,NA,1490,2122.875,2784.15625,3401.5,11497.25,4359.125,3806,8923.5,10605.625,6648.5,431.625,2398,NA,47625,2736.25,6043.5,4739.125,7621,8692,4729,1481.5,2338.5,1317.960938,13580.5,1030,5460.5,514,2242,3573.5,1479.5,2088,1466,NA,707,17560,40331,1146.5,951.171875,307.875,4212,1682,1046,3258,6870.8125,NA,6197.4375,10710.4375,6650.5,NA,2979.125,NA,1494.5,NA,NA,2130,NA,NA,1874,9650.4375,2379.664063,1563,3752.5,6841,1813.109375
1/25/2020,NA,606,7374,3527,1111.5,2263,416.59375,4899,8457,7711,12525,1574.25,NA,1320,7024,3611,46811.75,2246,10088.875,2513.625,3446.5,2171,18078,5288,280.5,1302,2850.5,2616.125,627,3114.5,15481,9815.75,10750.5,6962.5,3712,866.625,1101,NA,1952.5,636.75,10794.875,1458.5,NA,1011,1341.8125,2322.8125,2961.75,9780.25,3556.75,3005.5,8000.5,9787.875,5745.75,382.875,1883.5,NA,42848,2202.75,4468.5,3713.75,6703,7662.5,4306,1211,1822,1019.804688,11410.5,817.5,5146.5,606.96875,2288,2645,1266,1729,1344.5,NA,555.75,17101,38126,960.5,663.671875,190.5,4128,1566.5,1051.5,2500,6323.5,NA,5262.625,8940.125,4956.5,NA,3121.25,NA,1515,NA,NA,1362.5,NA,NA,1352.5,9217.375,1642.078125,1323.5,2636.5,5092.25,1192.046875
1/26/2020,NA,380,7441.5,3505,1010.5,2242,408.71875,3684.5,8457,7709.4375,11229,1430.25,NA,1063.5,6983,3492,46810.75,2224,10131.5,2404.4375,3272,1502,18083,5215,249.125,1315,2815.5,2624,625.5,3012.5,14862,9967.25,10739.5,6804,3677,815.625,1119.75,NA,2146,658.25,11170.375,2711,NA,1028,2137.5,2318.28125,2987.25,9826.5,3638.625,3079,8095,10056.125,4011.75,354,1991,NA,42102,1854,4384.25,3992.75,6382.5,7478.5,4265,1195.5,1672.25,1017.992188,10797,693,5249.5,477.65625,2285,2693.5,1202.5,1722,1276,NA,526.75,17467,37874,1049,805.375,195.125,4133,1365.5,1034.75,2496.5,6710.375,NA,4599.1875,9015.75,7383.5,NA,3202.75,NA,1413.5,NA,NA,1283.5,NA,NA,1373,9167.09375,1677.03125,1169.5,2576,4883.5,1142.625
1/27/2020,NA,870,8234,4082,1483.5,2637,435.0625,6062.5,8457,8096.6875,12265.875,1782.5,NA,1952.5,7262.5,4852.5,46809.75,2316,10832.125,3403.0625,4598,3041,19120,5717.5,369.625,2152,3111.5,3109.875,1436.5,4199,14345,10239.25,11936.5,7849,4387,900.75,1296.75,NA,2507.5,608.5,11319.125,3284.5,NA,1552.5,2157.3125,2935.71875,3327,11547,4488.5,3902,9647.5,10767.125,6744.75,471.375,2385.5,NA,47402,2816.5,6137.75,5000.125,7784.5,9625.5,4884,1645.5,2419.5,1392.210938,13683.25,1009,5395.5,632.34375,2528,3907.5,1417,2160,1492.5,NA,740.25,18601,40136,1221.5,969.9375,311.375,4284.5,1569,1032.25,3362,7293.0625,NA,6128.9375,10848.5625,7504,NA,3287.375,NA,1478,NA,NA,2192.5,NA,NA,1771,10154.21875,2692.054688,1476.75,4104.5,6837.25,1830.84375
1/28/2020,NA,831.5,8366.5,4057,1537.5,2615,423.609375,5907.5,8457,8257.6875,12314.25,1844.5,3458.25,2001,7236.5,5076.5,46808,2218,10983.75,3480.8125,4509,3084,19304,5587.5,400.5,2158.5,3080.5,3177.125,1452.5,4253,14548,11207.75,12305.5,7884,4368,957.375,1301.25,NA,2329.5,726.75,11210.75,2798.5,NA,1531,2266.59375,2991.53125,3414.5,11515,4533.875,4003.5,9539,11340.875,6804.25,438.625,2257,NA,47272,2733,6214.5,4901.375,8128.5,9207.5,4984,1692,2416.75,1409.15625,13773.5,1000.5,5548.5,635.125,2426,3800,1354,2164,1497,527.75,835,18338.5,41624,1251,959.40625,336.25,4297,1680,1016.5,3363,7086.375,NA,6274.0625,10943.53125,7392.5,109.0625,3160.25,176.9375,1547.5,122.5,155.25,2167.5,168.6875,36.640625,1834.5,10581.125,2432.765625,1609.25,3924.5,6959,1812.890625
1/29/2020,NA,830.5,8295.5,4077,1521.5,2592,416.6875,5818.5,8457.5,8351.4375,12606.375,1813.25,10460.75,2124,7290,5221,46810,2126,11000.125,3460.8125,4577,3195,19221,6186,418.75,2151.5,3186.5,3219.625,1540.5,4245.5,14814,11797.75,12257,7801.5,4570.5,910.5,1259.25,NA,2412,694.75,10723.375,2537,NA,1553,2182.125,2813.3125,3444,11720.5,4434.75,3919.5,9297.5,12017.75,6832.25,452.25,2259,NA,47838,2818.5,6108.75,4855.875,8364,9090.5,4797,1652,2438.25,1395.375,13821,1075.5,5615.5,576.6875,2409,3747,1320,2151,1500.5,1645.3125,706.5,17908.5,41928,1218,900.1875,351,4290.5,1731.5,955.5,3375,6986.5625,NA,6412.375,10797.8125,7025,269.5,3117.25,403.5,1660,314.75,338.75,2152.5,379.8125,93.640625,1828,10970.21875,2529.703125,1507.25,4029,6567.75,1897.03125
1/30/2020,NA,878,8378,4092,1501,2676,401.3125,5929.5,8457,8352,12540.25,1878.75,10416.125,2047.5,7281.5,5020.5,46445.5,NA,10884.875,3462.5,4704,3216,19265,6084,379.5,2136.5,3207.5,3236.125,1467.5,4226.5,14081,12680.25,12107.5,7918,4422,927.25,1294.5,NA,2631.5,819.5,11253.125,2794.5,NA,1583,2187.15625,2923.375,3481.5,11728,4405.875,3979,9641.5,11559.625,6635,445.5,2418.5,NA,NA,2839,6156.5,4919.5,8195.5,9235.5,4810,1617,2545.5,1414.929688,13716,1046,5676,726.65625,2662,3685.5,1385,2183,1471.5,1653.15625,780.75,18346,NA,1227.5,880.15625,322.375,4242.5,1743,1001.25,3365,6962.75,NA,6701.375,10848.59375,7167,279.125,3306.875,423.1875,1625,312.875,343.25,2256,400.375,97.1328125,1834,10692.21875,2444.796875,1487,3931.5,6790.75,1791.59375
1/31/2020,NA,806.5,8278.5,4147,1514,2754,418.609375,5735.5,8457,8353.6875,12264.875,1757.25,10269.75,2126,7176,5097,46808,2470,11356.125,3329.875,4568,3060,18934,6123,368.375,2191.5,3170,3181,1428.5,3844.5,15026,12456.5,12076.5,8189.5,4460.5,917,1338,NA,2542,624.5,11652.375,2596.5,NA,1507.5,2172.6875,2670.21875,3459.25,NA,4271.625,3822,8890,10680.125,6741.75,428.25,2283.5,NA,47158,2830.75,6092.5,4590,7926.5,8880.5,4565,1513.5,2341,1341.460938,13705.25,1006.5,5602,533,2452,3503.5,1372.5,2128,1504.5,1653.4375,684.25,18189,43596,1194,928.3125,332.375,4277.5,1680,1005.5,3266,7013.5625,NA,6326.6875,10994.375,7095.5,263.5625,3132.75,411.1875,1607,316.5,325.5,2155.5,386.1875,90.1796875,1705.5,9138.625,2395.15625,1500,3794,6949.75,1759.53125
2/1/2020,NA,567.5,7283,3485,1023,2430,459.359375,4845,8457,8028.6875,12109.25,1685.5,9667.5,1411.5,7092,3708,46809,2291,11346.75,2535.125,3258,2119,18427,6457.5,232.75,1397,2906.5,2574.625,595,3082,14932,11497.5,10827.5,7596.5,3676,886.25,1158.25,NA,1926.5,526,11045.625,1938,NA,980,1423.53125,1092.09375,2975.75,4293.25,3558.25,3137,8248.5,10052.125,5994.75,340.125,2116.5,NA,42715,2203.75,4325.75,3749.625,6509.5,8008.5,4088,1088,1979.75,1123.421875,11684.5,861.5,5197,607.34375,2370,2610.5,1241,1742,1314,1439.84375,625,16982,41279,1031.5,631.453125,212.375,4226.5,1505,1030,2489.5,6295.8125,NA,4688.5,9464,6701,260.0625,3075.125,422.4375,1568.5,281,369.625,1234.5,400.375,89.3125,1323,7474.375,1971.960938,1229.25,3080.5,5170.5,1131.875
2/2/2020,NA,376,7350.5,3446,1079.5,2342,467.625,3786,8457,8073.75,12308.125,1435.5,9529.125,1177,7488.5,3456,46814.5,2415,11506.5,2364.5625,3253,1870,18390,6515.5,236.625,1466.5,2868.5,2645.125,615.5,3025,12488.5,11872.25,10539,7063,3568.5,890.125,1191.75,NA,2284,413.5,12330.625,3158.5,NA,996,2251.75,2221.53125,2970.5,4474,3496.125,3150,9735.5,11447.375,4470.25,346.75,2441.5,NA,43057,1958.25,4439,4092.875,6327,8028.5,4337,1243.5,2072.5,1156.1875,11132.75,708,5193,624.09375,2943,2793,1307.5,1749,1271,1243.53125,564.5,17635,41731,974,804.078125,232.125,4382,1432.5,1046.75,2558,6783.125,NA,4564.5,9633.5625,7560.5,274.4375,3579.125,437.3125,1620.5,280.375,392.625,1211.5,410.625,98.40625,1596,7389.8125,1673.34375,1234,2802.5,5179.75,1115.25
